"Name","entity_name","entity_removal_rate","number_of_removal_annotations","number_of_removal_surfaceforms","entity_removal_method","current_iteration","iteration_time","test_f1","per_gpu_train_batch_size","best_dev_f1","State","Notes","User","Tags","Created","Runtime","Sweep","adam_epsilon","cache_dir","cache_dir_name","config_name","data_dir","dev_file","dev_instances","device","do_eval","do_lower_case","do_predict","do_remove_entity","do_train","eval_all_checkpoints","eval_batch_size","evaluate_during_training","fp16","fp16_opt_level","gradient_accumulation_steps","integration_method","label_index","labels","learning_rate","lexicon","lexicon_embeds_size","load_big_file","local_rank","logging_steps","max_grad_norm","max_seq_length","max_steps","model_name_or_path","model_type","n_gpu","no_cuda","not_use_best_model","num_train_epochs","number_of_annotations","output_dir","overwrite_cache","overwrite_output_dir","per_gpu_eval_batch_size","pos","pos_embeds_size","project_name","removal_rate","save_steps","seed","separator","server_ip","server_port","sweep_file","sweep_method","sweep_round","test_file","test_instances","tokenizer_name","train_file","train_instances","visible_device","warmup_steps","weight_decay","whether_integrate_lexicon","whether_integrate_pos","write_examples_to_file","best_dev_precision","best_dev_recall","dev_f1","dev_precision","dev_recall","epoch","eval_loss","loss","lr","test_precision","test_recall","train instances","removal_method","train_batch_size"
"helpful-waterfall-480","Chemical","0.2","22916","10325","remove_annotations_randomly","2","4","0.8636844940647582","48","0.8577972458415645","finished","-","possible961","","2022-10-16T06:46:26.000Z","42594","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.8560571428571428","0.8595444374318665","0.8112981139041876","0.8747346072186837","0.7564404153996214","19","0.14292618176023636","1.776284072548151e-7","0","0.8682328334796168","0.8591835603274629","99037","None","48"
"flowing-dragon-282","Species","0.2","1058","526","remove_annotations_randomly","2","5","0.7513812154696135","48","0.8078381795195955","finished","-","possible961","","2022-10-15T10:43:19.000Z","6526","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Species/BIOES","dev_BIOES.txt","2555","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Species/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","5290","outputs/English_Medical_NER/Species/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","7431","","train_BIOES.txt","15195","0","0","0","false","false","false","0.8287937743190662","0.7879161528976573","0.7744845360824741","0.8110661268556005","0.7410604192355117","19","0.06274335084574263","8.00170255388366e-9","0","0.7974980453479281","0.7103064066852368","15195","None","48"
"vibrant-surf-521","Chemical","0.2","22774","573","remove_surfaceforms_randomly","3","4","0.7775612443755164","48","0.7690265486725665","finished","-","possible961","","2022-10-16T19:35:13.000Z","42700","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_surfaceforms_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.8560973893462811","0.6980320156061737","0.7690265486725665","0.8560973893462811","0.6980320156061737","19","0.2471704591237913","7.647090569662395e-10","0","0.8680517587023875","0.7041561177535897","99037","None","48"
"devout-star-424","Gene","0.2","16561","9203","remove_annotations_randomly","1","4","0.7517502526451643","48","0.7449707065716101","finished","-","possible961","","2022-10-15T16:31:17.000Z","34307","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Gene/BIOES","dev_BIOES.txt","12620","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Gene/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","82803","outputs/English_Medical_NER/Gene/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","36662","","train_BIOES.txt","74905","0","0","0","false","false","false","0.7563964738765857","0.7338849871358042","0.7064855357209685","0.7649108589951378","0.6563521312843335","19","0.2877787059020911","5.359338247217239e-8","0","0.7725475475475475","0.7320433473239905","74905","None","48"
"warm-plasma-436","Chemical","0.2","22916","10307","remove_annotations_randomly","1","4","0.8593114766327253","48","0.8553738048611911","finished","-","possible961","","2022-10-15T18:49:31.000Z","43013","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.858687481931194","0.8520856044523495","0.8064774830351634","0.8720565672736975","0.75007171954788","19","0.13644735579042744","0.0000014828454703092574","0","0.8672526397018689","0.8515144235211501","99037","None","48"
"daily-lake-475","Gene","0.2","16398","788","remove_surfaceforms_randomly","2","4","0.6903813387921207","48","0.6837540269763162","finished","-","possible961","","2022-10-16T04:23:37.000Z","35373","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Gene/BIOES","dev_BIOES.txt","12620","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Gene/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","82803","outputs/English_Medical_NER/Gene/pubmedbert/remove_surfaceforms_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","36662","","train_BIOES.txt","74905","0","0","0","false","false","false","0.6964517524881004","0.6715110214866838","0.6832270502743586","0.7317925502342943","0.6407064877268618","19","0.374683081335611","1.558420990477316e-8","0","0.7145648312611013","0.667781176637974","74905","None","48"
"different-bee-440","Chemical","0.2","22705","570","remove_surfaceforms_randomly","1","4","0.7787319568792254","48","0.77747955808002","finished","-","possible961","","2022-10-15T19:03:49.000Z","44387","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_surfaceforms_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.852391706015192","0.7146709507143267","0.77747955808002","0.852391706015192","0.7146709507143267","19","0.23356507145054997","1.486047221987974e-9","0","0.863899461723835","0.7088499990760077","99037","None","48"
"floral-brook-516","Chemical","0.2","22916","10314","remove_annotations_randomly","3","4","0.8582019875202219","48","0.8519069129166904","finished","-","possible961","","2022-10-16T18:36:22.000Z","43769","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.8489942446863069","0.8548396350909404","0.8045570248960079","0.8764964491038214","0.7435308967812266","19","0.14771541630154883","7.2230875957757245e-9","0","0.858606784802634","0.8577975717480087","99037","None","48"
"usual-snow-144","Disease","0.2","2834","161","remove_surfaceforms_randomly","0","5","0.7482045389255961","48","0.749712709721903","finished","-","possible961","","2022-10-15T07:03:37.000Z","7601","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Disease/BIOES","dev_BIOES.txt","2754","cuda","false","true","false","true","true","false","","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Disease/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","14227","outputs/English_Medical_NER/Disease/pubmedbert/remove_surfaceforms_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","8738","","train_BIOES.txt","16895","0","0","0","false","false","false","0.8094292803970223","0.6982020547945206","0.7462962962962963","0.8125","0.690068493150685","19","0.21555715439648465","7.613442721776664e-7","0","0.8106131341425459","0.6947185916244332","16895","None",""
"splendid-universe-399","Species","0.2","1140","25","remove_surfaceforms_randomly","4","5","0.6054852320675106","48","0.6875444839857653","finished","-","possible961","","2022-10-15T14:42:37.000Z","6757","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Species/BIOES","dev_BIOES.txt","2555","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Species/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","5290","outputs/English_Medical_NER/Species/pubmedbert/remove_surfaceforms_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","7431","","train_BIOES.txt","15195","0","0","0","false","false","false","0.8131313131313131","0.5955610357583231","0.6703448275862068","0.7605633802816901","0.5992601726263872","19","0.11079383357047722","3.196681063855067e-9","0","0.7682012847965739","0.4996518105849582","15195","None","48"
"apricot-lion-107","Gene","0.2","16561","9058","remove_annotations_randomly","0","4","0.7591377694470479","48","0.748987440863143","finished","-","possible961","","2022-10-15T06:56:13.000Z","34502","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Gene/BIOES","dev_BIOES.txt","12620","cuda","false","true","false","true","true","false","","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Gene/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","82803","outputs/English_Medical_NER/Gene/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","36662","","train_BIOES.txt","74905","0","0","0","false","false","false","0.7335333333333334","0.7651067380571588","0.7134580611830695","0.760103789904073","0.6722063834225714","19","0.25868724183521","2.936338074505329e-7","0","0.7501910208617936","0.7683004908586469","74905","None",""
"ethereal-butterfly-220","CellLine","0.2","495","68","remove_surfaceforms_randomly","1","5","0.6217704362558238","48","0.6280788177339901","finished","-","possible961","","2022-10-15T08:40:41.000Z","5781","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/CellLine/BIOES","dev_BIOES.txt","2001","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/CellLine/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","2500","outputs/English_Medical_NER/CellLine/pubmedbert/remove_surfaceforms_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","6146","","train_BIOES.txt","12592","0","0","0","false","false","false","0.7044198895027625","0.5666666666666667","0.6127023661270238","0.6968838526912181","0.5466666666666666","19","0.13192267467578253","2.7391049570724134e-9","0","0.6577060931899642","0.5895582329317269","12592","None","48"
"resilient-fog-45","Chemical","0.2","22916","10315","remove_annotations_randomly","0","5","0.8703753487897805","48","0.8671904013712327","finished","-","possible961","","2022-10-14T19:20:23.000Z","31640","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.8635639508420574","0.8708474381777497","0.8176930596285434","0.8743712027177108","0.7679155430604165","19","0.11698703687175138","2.885889261960983e-9","0","0.8732328869047619","0.8675364514996396","99037","None",""
"rich-dawn-330","Species","0.2","1058","519","remove_annotations_randomly","3","5","0.7558890246030361","48","0.8026159334126042","finished","-","possible961","","2022-10-15T12:32:07.000Z","6527","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Species/BIOES","dev_BIOES.txt","2555","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Species/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","5290","outputs/English_Medical_NER/Species/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","7431","","train_BIOES.txt","15195","0","0","0","false","false","false","0.7749712973593571","0.8323057953144266","0.7530625402965828","0.7891891891891892","0.720098643649815","19","0.06504964800066554","1.845008591772057e-8","0","0.757607555089192","0.7541782729805014","15195","None","48"
"gentle-energy-280","CellLine","0.2","500","365","remove_annotations_randomly","2","5","0.6701153999204138","48","0.7321428571428571","finished","-","possible961","","2022-10-15T10:21:11.000Z","5892","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/CellLine/BIOES","dev_BIOES.txt","2001","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/CellLine/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","2500","outputs/English_Medical_NER/CellLine/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","6146","","train_BIOES.txt","12592","0","0","0","false","false","false","0.7354260089686099","0.7288888888888889","0.6959706959706958","0.7723577235772358","0.6333333333333333","19","0.10208634859217064","3.6134103993390454e-9","0","0.6640378548895899","0.6763052208835342","12592","None","48"
"eternal-wind-41","Chemical","0.2","22797","552","remove_surfaceforms_randomly","0","5","0.7762405160871507","48","0.7694231671095826","finished","-","possible961","","2022-10-14T19:20:23.000Z","35177","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_surfaceforms_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.8453558669964276","0.7060072293304263","0.7694231671095826","0.8453558669964276","0.7060072293304263","19","0.2208434738154184","1.1717025699908843e-9","0","0.8603485103991007","0.7071128933897585","99037","None",""
"restful-donkey-223","CellLine","0.2","500","377","remove_annotations_randomly","1","5","0.6666666666666666","48","0.7080459770114942","finished","-","possible961","","2022-10-15T08:42:08.000Z","5940","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/CellLine/BIOES","dev_BIOES.txt","2001","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/CellLine/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","2500","outputs/English_Medical_NER/CellLine/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","6146","","train_BIOES.txt","12592","0","0","0","false","false","false","0.7333333333333333","0.6844444444444444","0.6847058823529412","0.7275","0.6466666666666666","19","0.10035483658845935","9.902954843710176e-9","0","0.674055829228243","0.659437751004016","12592","None","48"
"winter-pond-325","CellLine","0.2","508","103","remove_surfaceforms_randomly","3","5","0.6611998273629693","48","0.6466165413533834","finished","-","possible961","","2022-10-15T11:52:43.000Z","5779","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/CellLine/BIOES","dev_BIOES.txt","2001","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/CellLine/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","2500","outputs/English_Medical_NER/CellLine/pubmedbert/remove_surfaceforms_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","6146","","train_BIOES.txt","12592","0","0","0","false","false","false","0.7413793103448276","0.5733333333333334","0.6466165413533834","0.7413793103448276","0.5733333333333334","19","0.12076666494884351","2.289635858687688e-9","0","0.7145522388059702","0.6152610441767068","12592","None","48"
"wild-deluge-373","CellLine","0.2","503","65","remove_surfaceforms_randomly","4","5","0.6649616368286445","48","0.6334610472541506","finished","-","possible961","","2022-10-15T13:29:04.000Z","5682","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/CellLine/BIOES","dev_BIOES.txt","2001","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/CellLine/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","2500","outputs/English_Medical_NER/CellLine/pubmedbert/remove_surfaceforms_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","6146","","train_BIOES.txt","12592","0","0","0","false","false","false","0.7447447447447447","0.5511111111111111","0.6254635352286774","0.7047353760445683","0.5622222222222222","19","0.14213742368987628","2.872263166864286e-9","0","0.7084468664850136","0.6265060240963856","12592","None","48"
"tough-forest-384","Species","0.2","1058","512","remove_annotations_randomly","4","5","0.7548721616306096","48","0.82158185162477","finished","-","possible961","","2022-10-15T14:20:56.000Z","6521","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Species/BIOES","dev_BIOES.txt","2555","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Species/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","5290","outputs/English_Medical_NER/Species/pubmedbert/remove_annotations_randomly/0.2","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","7431","","train_BIOES.txt","15195","0","0","0","false","false","false","0.8170731707317073","0.8261405672009864","0.7471798274717981","0.8089080459770115","0.6942046855733662","19","0.06378683838529385","4.128300643060357e-7","0","0.7758177140757074","0.7350278551532033","15195","None","48"
"likely-sunset-248","Disease","0.3","4268","1995","remove_annotations_randomly","1","5","0.8141815772034461","48","0.8090462982718156","finished","-","possible961","","2022-10-15T09:07:21.000Z","7405","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Disease/BIOES","dev_BIOES.txt","2754","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Disease/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","14227","outputs/English_Medical_NER/Disease/pubmedbert/remove_annotations_randomly/0.3","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","8738","","train_BIOES.txt","16895","0","0","0","false","false","false","0.8064653339004679","0.8116438356164384","0.749155812831645","0.8580110497237569","0.6648116438356164","19","0.19709485358205336","0.0000033865608274936675","0","0.809141201264489","0.8192851427047213","16895","None","48"
"hopeful-monkey-189","Chemical","0.3","34374","13750","remove_annotations_randomly","0","1","0.8660230226513183","48","0.8622991205706265","finished","-","possible961","","2022-10-15T07:17:50.000Z","46313","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Chemical/BIOES","dev_BIOES.txt","16201","cuda","false","true","false","true","true","false","","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Chemical/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","114579","outputs/English_Medical_NER/Chemical/pubmedbert/remove_annotations_randomly/0.3","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/chemical.json","None","0","test_BIOES.txt","49766","","train_BIOES.txt","99037","0","0","0","false","false","false","0.8610411899313501","0.8635607321131448","0.7569206690795265","0.8766616314199396","0.6659590337942509","19","0.1455434851304314","0.000013186299242079258","0","0.8701102467961274","0.8619740173340972","99037","None",""
"floral-oath-303","Disease","0.3","4227","287","remove_surfaceforms_randomly","2","5","0.6982167352537724","48","0.6989820649539505","finished","-","possible961","","2022-10-15T11:10:55.000Z","7476","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Disease/BIOES","dev_BIOES.txt","2754","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Disease/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","14227","outputs/English_Medical_NER/Disease/pubmedbert/remove_surfaceforms_randomly/0.3","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","8738","","train_BIOES.txt","16895","0","0","0","false","false","false","0.8055865921787709","0.6172945205479452","0.6956095168015697","0.8144744399770247","0.6070205479452054","19","0.30421624563891314","7.723375347268303e-9","0","0.8145448079658606","0.6109629234462524","16895","None","48"
"confused-sun-506","Gene","0.3","24597","1594","remove_surfaceforms_randomly","3","4","0.6413167926078582","48","0.6441469489414695","finished","-","possible961","","2022-10-16T11:59:44.000Z","34330","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Gene/BIOES","dev_BIOES.txt","12620","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Gene/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","5000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","82803","outputs/English_Medical_NER/Gene/pubmedbert/remove_surfaceforms_randomly/0.3","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","36662","","train_BIOES.txt","74905","0","0","0","false","false","false","0.7314184710561202","0.5754815381406022","0.6441469489414695","0.7314184710561202","0.5754815381406022","19","0.45147795533062374","1.7337108147330583e-9","0","0.7423136888057374","0.5645111569562021","74905","None","48"
"easy-water-301","Disease","0.3","4268","1985","remove_annotations_randomly","2","5","0.8253925100251479","48","0.825926728809885","finished","-","possible961","","2022-10-15T11:10:48.000Z","7426","","1e-8","","pubmedbert-base-uncased","","/project/dinglia/NER/ner_incomplete_annotation/data/Disease/BIOES","dev_BIOES.txt","2754","cuda","false","true","false","true","true","false","96","true","false","O1","1","None","1","/project/dinglia/NER/ner_incomplete_annotation/labels/English_Medical_NER/Disease/BIOES_labels.txt","0.00005","lexicon_map.txt","20","false","-1","1000","1","128","-1","pubmedbert-uncased","bert","1","false","false","20","14227","outputs/English_Medical_NER/Disease/pubmedbert/remove_annotations_randomly/0.3","false","true","96","pos_label.txt","20","pubmedbert_partial_medical_NER1","0","10000","42","	","","","sweep/species.json","None","0","test_BIOES.txt","8738","","train_BIOES.txt","16895","0","0","0","false","false","false","0.836627140974967","0.8154965753424658","0.7428984111699567","0.8487348734873488","0.6605308219178082","19","0.18923330127165236","0.000001827580854296684","0","0.8415800415800416","0.8098159509202454","16895","None","48"
